DeltaQ_var,DeltaQ_min,CapFadeCycle2Slope,CapFadeCycle2Intercept,Qd2,AvgChargeTime,MinIR,IRDiff2And100
-4.99096837608112,-2.07140275953584,1.62402918985695e-05,1.07508940167883,1.0706892,13.374894,0.016443744,-9.24410000000021e-05
-4.81113615905892,-1.77688850193699,1.10425974025911e-05,1.08477662248196,1.0799223,13.3582423333333,0.016613184,-9.43600000000155e-06
-4.60619773485992,-1.83374168367649,1.80075052566427e-05,1.08193426975716,1.0784167,12.0418506666667,0.016368635,-3.61679999999996e-05
-3.75958562417441,-1.41201448835065,-7.63100432901193e-06,1.08131694586724,1.0758358,10.076479,0.016541764,-0.000334108000000003
-4.05894916599553,-1.54174788968275,1.82043858998145e-05,1.08677142480396,1.0829742,11.207956,0.016611163,-3.36659999999982e-05
-4.0434251462782,-1.54527443013712,2.34400371057433e-05,1.07496150659246,1.0709661,10.764334,0.016649306,-7.50599999999983e-05
-4.09526078035343,-1.55562237399826,2.04656351267795e-05,1.08547158190146,1.0811664,10.1131076666667,0.016328048,-2.61850000000015e-05
-3.62648080084145,-1.34705256406406,-0.00011238503896104,1.06962213395671,1.0688134,9.95875933333368,0.015845969,-5.00099999999996e-05
-3.34614820361933,-1.18876370996629,-0.000145135471861475,1.07716956664069,1.07263,9.02111500000002,0.015036267,-0.000573213000000001
-4.04035913155387,-1.52355217847051,-6.95091032776497e-06,1.08281555400247,1.0792934,11.4470063333334,0.016472535,-9.14399999999913e-06
-4.02745430876624,-1.53104489237279,5.12931354355463e-07,1.07882172837972,1.0752345,12.1301266666667,0.016397864,-1.12639999999969e-05
-3.85326868828192,-1.44572750041654,-1.0758799010515e-05,1.08258473814348,1.0790461,10.7969853333333,0.015953196,3.1879999999998e-05
-3.83784719318906,-1.43334512173431,-5.21271985157992e-06,1.08304866992455,1.0794537,11.1795353333333,0.016308507,1.78180000000028e-05
-3.77729811231402,-1.40364258578172,-2.62010822510872e-05,1.09840466024531,1.0946392,10.1136726666667,0.016684072,1.06580000000002e-05
-3.66662308581262,-1.34773643059887,-2.18121657390255e-05,1.09660406691734,1.0924908,10.1464286666667,0.016214989,-1.72069999999983e-05
-3.77217130382201,-1.40724566713012,3.19532096474823e-06,1.07434471236817,1.0707464,11.051195,0.016647711,3.24349999999973e-05
-3.6735043815409,-1.35120313330382,-9.6809585652535e-06,1.07852377131107,1.0748194,11.574392,0.016318144,6.718e-05
-3.50409920867905,-1.27454613572987,-3.29447742733559e-06,1.08582701733869,1.0817773,10.258443,0.016519627,9.15709999999986e-05
-4.07107945740548,-1.54505928030818,-1.38552875702562e-07,1.08289385306535,1.0789614,12.087368,0.016552322,-9.88999999999851e-07
-3.6673445598608,-1.35060778945185,-2.4014810142243e-05,1.07174695026675,1.0682389,11.1708743333333,0.015904058,0.000127854
-3.42485772392484,-1.22618789353453,-1.29200531849144e-05,1.08781837321748,1.0839558,10.2544653333333,0.016382927,0.000150384
-2.72646641508121,-0.860038351056067,-0.00109210469721707,1.08440832743686,1.0720705,10.3276573333333,0.016267318,-0.000832978999999998
-2.89910305819575,-0.974499022470109,-0.000241928260977121,1.07261427161286,1.0668509,10.135263,0.015852956,-0.000378125999999999
-3.60226050664105,-1.31785677817951,-1.13765986395603e-06,1.07203203580458,1.0680153,10.1628663333333,0.016727364,-0.000308500999999999
-3.62587888756126,-1.31585409457703,-6.00139245516485e-05,1.07459256873799,1.0690521,10.114951,0.017548179,-0.000579357999999999
-3.31967534043933,-1.17753334278923,-0.000148013079777371,1.07650197413935,1.0712759,10.1726386666667,0.016133603,-0.000956277000000002
-3.49831729452333,-1.28207316568679,-3.97030303030841e-06,1.08227156222222,1.0780684,10.114209,0.016895344,-0.000133066999999997
-3.52722013847465,-1.2562295216723,-8.15630884353806e-05,1.0682831104395,1.063838,10.1859743333334,0.016697574,-0.000435537
-3.72050194402115,-1.35930870690418,-6.30037971552438e-06,1.08827704158771,1.0831043,10.147933,0.017116761,-9.66540000000016e-05
-3.55391235057415,-1.29583379888394,-8.08456648113909e-06,1.08461593107236,1.079723,10.1474716666666,0.016888004,-0.000345537
-3.69536739725299,-1.35617916965176,2.77280148422395e-06,1.07193891944754,1.0679682,10.0588929999999,0.016777694,-0.000260558000000001
-3.40672646202003,-1.22954259113747,-3.70055831787316e-05,1.08256131403504,1.0766411,10.0082323333333,0.017301282,-0.000577019000000002
-3.5218451661443,-1.2867359862999,6.73038961038643e-06,1.07635286629149,1.07155,10.1396863333334,0.01686197,-8.49830000000003e-05
-3.60435965250047,-1.32541664405402,8.45844403215732e-06,1.07171984460689,1.0672802,10.0973336666667,0.017394017,-0.000315680000000002
-3.48663560533428,-1.23797944381805,1.78299480519485e-05,1.07876453224531,1.0742669,10.1304393333334,0.017273866,0.000109413999999999
-3.70300272697157,-1.372643592406,2.09268249845359e-05,1.07361061273387,1.0688509,10.1641150000001,0.017337065,-0.000148570000000001
-3.56361984517422,-1.30959644466591,2.40557600494734e-05,1.08394503603546,1.079731,10.1477216666666,0.020022187,9.95490000000009e-05
-3.53580675288251,-1.28918390419695,1.64580927643744e-05,1.0741051160569,1.0699497,10.1484933333333,0.017577264,-3.56749999999989e-05
-3.5594281728294,-1.29850986629907,-1.99306790352562e-05,1.0822686636207,1.0765519,10.1315833333333,0.016943704,-0.000469548
-3.58686088763667,-1.30127461437709,1.18411737786013e-05,1.08251804458174,1.0780239,10.1304543333333,0.016997622,-9.29529999999998e-05
-3.4521468264293,-1.24463165654931,2.22731280148384e-05,1.07521364218842,1.070887,10.1469053333334,0.017408777,0.000186326000000001
-3.36850882362049,-1.21991324694671,2.93798577612834e-05,1.07763196563801,1.0726138,10.1469173333333,0.017551575,0.000247777999999997
-4.03349613112032,-1.52851409772153,-9.5533679653726e-06,1.04938915509957,1.0421375,10.112717,0.017025596,-0.000836281000000001
