DeltaQ_var,DeltaQ_min,CapFadeCycle2Slope,CapFadeCycle2Intercept,Qd2,AvgChargeTime,MinIR,IRDiff2And100
-4.24468035854363,-1.63242684762842,-5.34619542362603e-06,1.07065909132014,1.0674551,10.044531,0.015180224,-0.000128412000000001
-4.2851081986251,-1.65122453200534,-1.47193407544893e-05,1.06847235809565,1.0650603,10.0411386666666,0.014931546,-0.000102823
-4.11617325860718,-1.57127226848012,-1.26548546691434e-05,1.06529841779015,1.0628892,10.0420653333334,0.014885032,5.60549999999993e-05
-4.1780311613758,-1.60536840860492,-5.23310451454003e-06,1.07480465802721,1.0724765,10.0450313333334,0.015085269,-6.73340000000005e-05
-4.11398946295257,-1.59439586792796,-1.60209004329069e-05,1.05397420733622,1.0514506,10.04191,0.015130546,-0.000167233999999999
-3.52527368117147,-1.27407492608041,-0.000202397788497221,1.06408199933457,1.0626124,10.0624716666666,0.013527169,0.000320147999999999
-4.48830767619389,-1.76804587491588,-2.35744836117176e-06,1.07029765511894,1.0675218,11.0415773333333,0.015372629,-3.54029999999998e-05
-4.09136924566836,-1.57107236045741,-3.30895114409724e-06,1.06817484741744,1.0647362,10.04495,0.01520093,-0.000172680999999999
-3.98186244123407,-1.52907121160591,6.68053184905369e-07,1.0728252555502,1.0694826,10.0417493333333,0.015742281,-2.9396000000001e-05
-4.41092141225256,-1.71912523865083,-2.8759653679742e-06,1.06452526413276,1.0617746,11.0450033333333,0.015318613,-0.000143863999999999
-3.88448665269407,-1.46740644165339,-1.76821657390281e-05,1.07072946216986,1.0680679,10.0422183333333,0.015485173,-4.95599999999988e-05
-3.94635546503617,-1.49846256768235,-6.67946320346726e-06,1.07667603242136,1.0741653,10.0424916666666,0.01599754,-4.03859999999999e-05
-4.09403197353755,-1.55836637736537,-1.21851935683433e-05,1.06933507719522,1.065558,10.0423196666667,0.01506449,-0.000145141
-3.99923318316771,-1.53339391903454,4.63610760667273e-06,1.07677936457267,1.0727056,10.041712,0.015496999,-7.741e-05
-4.00024991015545,-1.53040851567423,-1.15646221397678e-05,1.07113651795135,1.0684187,10.0415336666667,0.01525728,-9.02720000000006e-05
-4.69407898769898,-1.87121328213125,-9.69130117502334e-06,1.06400311191548,1.061009,11.0433663333333,0.015253145,-0.000120935999999999
-4.43324508253335,-1.737568526407,-9.9929746444041e-06,1.06764203362606,1.0664514,10.0419743333333,0.01535425,-0.000148642000000001
-4.25361748941145,-1.62975030591455,-2.92749412492303e-05,1.07036193109462,1.0680237,10.0431296666667,0.014978203,-3.74399999999997e-05
-4.17150736289503,-1.59698836298899,-2.96913580705029e-05,1.07423508552422,1.0719248,10.0434369999999,0.015178323,-4.24900000000009e-05
-4.06591018149554,-1.55172674423117,-7.15407421151088e-06,1.06781475576458,1.0650502,10.0433296666666,0.015206913,-7.63570000000009e-05
-3.70389217395521,-1.3637513968328,-0.000159491701917137,1.07011226669676,1.0678563,10.067868,0.01394002,0.000233937
-4.04638788532045,-1.54653901277246,-1.59887643784877e-05,1.05897035021563,1.0562643,10.0433843333333,0.015614755,-0.000122983
-4.15482048310252,-1.60603194034008,9.65058874458444e-06,1.04994902805483,1.0462732,10.0422403333333,0.01550305,-0.000150559000000001
-4.14612623295925,-1.57550631242443,6.95084353741123e-06,1.0644680120301,1.0611302,10.0415983333334,0.015591009,-4.92459999999993e-05
-4.21907290212703,-1.61655916327095,-4.28842300557503e-07,1.07513416792703,1.0720186,10.0418166666667,0.015538619,-4.23690000000004e-05
-4.12969779916042,-1.57511361542836,-4.03537043909107e-06,1.06391486651866,1.0604171,10.0450223333333,0.014868693,-9.95479999999997e-05
-3.45122338124298,-1.23783839261349,-0.000198022085343235,1.05462114655453,1.0518668,10.0591416666667,0.013169404,0.000435923000000001
-4.06314158842719,-1.5387795593023,4.07762028447524e-06,1.07029231106246,1.0663688,10.0416876666666,0.014745088,-0.000165511
-4.09979103500664,-1.57288456657728,-3.41653679654035e-06,1.07188017468975,1.0687393,10.0436786666667,0.015509814,-0.000114125999999999
-3.8391685136617,-1.44831328164717,-8.99956215213929e-06,1.07125866554855,1.0681812,10.0464776666667,0.015812302,-2.98320000000005e-05
-4.39546382129967,-1.70145418871505,-1.25910451453357e-05,1.06280133825191,1.060272,10.0433013333334,0.015279103,-0.000153993
-4.30522499281756,-1.66736175463116,-2.11579727891183e-05,1.06432506974356,1.061535,10.0441846666666,0.015220164,-0.000106907999999999
-4.23442377795055,-1.63774236188492,-1.95309387755173e-05,1.06549541727149,1.0633804,10.0431486666667,0.015308049,-7.60150000000005e-05
-4.25302340890719,-1.63861570368163,-2.1971919604211e-05,1.06048381537456,1.0575287,10.043801,0.015083324,-8.82880000000006e-05
-4.34161853201827,-1.69578949022673,-8.78758936301532e-06,1.07243091857267,1.0701473,10.044471,0.015742945,-0.000115897
-4.4542005647923,-1.75800755831511,-6.58323809524859e-06,1.05091879564791,1.0474036,10.043833,0.015480768,-0.000155274
-4.2946737631633,-1.65651667690391,-7.69214718614932e-06,1.06339168738528,1.0593235,10.043563,0.015254971,-0.000234305000000001
-4.21907485898263,-1.61631038767144,9.73224489795318e-06,1.05387779894455,1.0505219,10.0429743333334,0.017006677,-0.000173131999999999
-4.13106101060248,-1.58527507457442,4.68973654915872e-06,1.07307821333498,1.06972,10.0434356666666,0.01551657,-0.000105745000000001
-4.52041628881174,-1.78309653620894,-1.2584539270636e-07,1.07147227569079,1.0695485,11.03765,0.015557319,-7.95399999999995e-05
